Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 34,C#CCN(C(=O)[C@@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)C,C20H21N3O,319.4,24,9,0.35,3,2,1,100.46,39.34,2.96,2.33,1.83,2.25,2.85,2.44,-3.37,0.13699999999999998,0.000429,Soluble,-2.8,0.512,0.0016,Soluble,-4.1,0.0256,8.02e-05,Moderately soluble,High,Yes,No,No,No,Yes,Yes,No,-6.59,0,0,0,0,0,0.55,0,1,0,4.1
Molecule 35,O=Cc1cccc(c1O)C[C@@H]1CCc2c1cccc2,C17H16O2,252.31,19,12,0.24,3,2,1,75.77,37.3,2.47,4.17,3.48,2.96,4.3,3.48,-4.3,0.0126,5e-05,Moderately soluble,-4.66,0.0055,2.18e-05,Moderately soluble,-5.3,0.00127,5.05e-06,Moderately soluble,High,Yes,No,Yes,No,Yes,Yes,No,-4.88,0,0,0,0,0,0.55,0,1,1,2.68
Molecule 36,Fc1ccc(cc1)[C@H](CCCN1C[C@@H]2[C@H](C1)[C@@H](C2)c1ccccc1)O,C22H26FNO,339.45,25,12,0.45,6,3,1,102.86,23.47,3.86,4.09,4.09,4.28,4.63,4.19,-4.48,0.0112,3.3100000000000005e-05,Moderately soluble,-4.29,0.0175,5.15e-05,Moderately soluble,-6.15,0.000239,7.03e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,No,-5.47,1,0,0,0,0,0.55,0,0,1,3.53
Molecule 37,Clc1ccc(cc1)Cc1ccc(s1)C#C[C@H](N(C(=O)N)O)C,C16H15ClN2O2S,334.82,22,11,0.19,4,2,2,88.06,94.8,2.15,3.25,3.58,3.22,3.46,3.13,-4.07,0.0285,8.52e-05,Moderately soluble,-4.91,0.004079999999999999,1.22e-05,Moderately soluble,-4.04,0.0302,9.02e-05,Moderately soluble,High,No,No,No,Yes,Yes,No,No,-6.03,0,0,0,0,0,0.55,0,3,0,3.77
Molecule 38,O=C(c1ccccc1)c1cccc(c1)CSc1nc2c([nH]1)ccnc2,C20H15N3OS,345.42,25,21,0.05,5,3,1,99.97,83.94,2.62,4.1,4.33,2.5,4.87,3.68,-4.86,0.00481,1.39e-05,Moderately soluble,-5.57,0.000933,2.7000000000000004e-06,Moderately soluble,-8.0,3.45e-06,1e-08,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-5.5,0,0,0,0,0,0.55,0,0,1,2.7
Molecule 39,Oc1c(cc(cc1C(C)(C)C)CCc1nncs1)C(C)(C)C,C18H26N2OS,318.48,22,11,0.56,5,3,1,94.73,74.25,3.64,5.61,4.62,3.25,5.88,4.6,-5.39,0.0013,4.08e-06,Moderately soluble,-6.93,3.73e-05,1.17e-07,Poorly soluble,-6.07,0.000269,8.43e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,No,No,-4.26,0,0,0,0,1,0.55,0,0,1,3.22
Molecule 40,ON=C(C(=O)Nc1ccccn1)/C=C/1\CCCC[C@@H]1[N+](=O)[O-],C14H16N4O4,304.3,22,6,0.36,5,6,2,82.13,120.4,0.85,2.22,1.81,0.16,-0.35,0.94,-3.0,0.306,0.00101,Soluble,-4.38,0.0126,4.14e-05,Moderately soluble,-2.38,1.27,0.00419,Soluble,High,No,No,No,No,No,No,No,-6.58,0,0,0,0,0,0.55,0,4,0,3.76
Molecule 41,CCc1n(CCOC(=O)C(C)C)ccc(=O)c1O,C13H19NO4,253.29,18,6,0.54,6,4,1,69.08,68.53,2.53,0.96,1.32,0.36,1.98,1.43,-1.87,3.45,0.0136,Very soluble,-1.99,2.61,0.0103,Very soluble,-2.65,0.5670000000000001,0.00224,Soluble,High,Yes,No,No,No,No,No,No,-7.16,0,0,0,0,0,0.55,0,0,0,2.46
Molecule 42,Cc1cc(=O)c(c(n1CCOC(=O)C(C)(C)C)C)O,C14H21NO4,267.32,19,6,0.57,5,4,1,73.79,68.53,2.87,2.17,1.76,0.62,2.36,1.96,-2.77,0.456,0.00171,Soluble,-3.24,0.153,0.000573,Soluble,-3.02,0.257,0.000962,Soluble,High,Yes,No,No,No,No,No,No,-6.39,0,0,0,0,0,0.55,0,0,0,2.49
Molecule 43,CCn1ccc(=O)c(c1CCOC(=O)C(C)(C)C)O,C14H21NO4,267.32,19,6,0.57,6,4,1,73.63,68.53,2.83,1.0,1.71,0.62,2.23,1.68,-1.97,2.9,0.0108,Very soluble,-2.03,2.51,0.00937,Soluble,-3.03,0.247,0.000925,Soluble,High,Yes,No,No,No,No,No,No,-7.22,0,0,0,0,0,0.55,0,0,0,2.59
Molecule 44,O=C(C(C)(C)C)OCCn1ccc(=O)c(c1C)O,C13H19NO4,253.29,18,6,0.54,5,4,1,68.82,68.53,2.11,0.88,1.45,0.36,1.83,1.33,-1.88,3.33,0.0131,Very soluble,-1.9,3.16,0.0125,Very soluble,-2.63,0.59,0.00233,Soluble,High,Yes,No,No,No,No,No,No,-7.22,0,0,0,0,0,0.55,0,0,0,2.34
Molecule 45,CC(=O)Oc1ccc(cc1)/C=c/1\[nH]c(=O)c(=Cc2ccccc2)[nH]c1=O,C20H16N2O4,348.35,26,18,0.05,4,4,2,98.45,92.02,3.04,2.69,0.65,2.21,4.76,2.67,-3.94,0.0397,0.000114,Soluble,-4.28,0.0185,5.31e-05,Moderately soluble,-6.63,8.18e-05,2.35e-07,Poorly soluble,High,No,No,No,Yes,No,No,Yes,-6.52,0,0,0,0,0,0.55,0,1,0,3.15
Molecule 46,[O-][N+](=O)c1ccc(cc1)C=c1[nH]c(=O)/c(=C/c2ccccc2)/[nH]c1=O,C18H13N3O4,335.31,25,18,0.0,3,4,2,95.77,111.54,2.28,2.77,0.63,1.42,2.62,1.94,-4.0,0.0336,0.0001,Soluble,-4.77,0.00572,1.7100000000000002e-05,Moderately soluble,-5.94,0.000384,1.15e-06,Moderately soluble,High,No,No,No,Yes,Yes,No,No,-6.38,0,0,0,0,0,0.55,0,2,0,3.19
Molecule 47,[O-][N+](=O)c1cccc(c1)C=c1[nH]c(=O)/c(=C/c2ccccc2)/[nH]c1=O,C18H13N3O4,335.31,25,18,0.0,3,4,2,95.77,111.54,2.43,2.77,0.63,1.42,2.62,1.97,-4.0,0.0336,0.0001,Soluble,-4.77,0.00572,1.7100000000000002e-05,Moderately soluble,-5.94,0.000384,1.15e-06,Moderately soluble,High,No,No,No,Yes,Yes,No,Yes,-6.38,0,0,0,0,0,0.55,0,2,0,3.29
Molecule 48,[O-][N+](=O)c1ccccc1C=c1[nH]c(=O)/c(=C/c2ccccc2)/[nH]c1=O,C18H13N3O4,335.31,25,18,0.0,3,4,2,95.77,111.54,2.28,2.77,0.63,1.42,2.62,1.94,-4.0,0.0336,0.0001,Soluble,-4.77,0.00572,1.7100000000000002e-05,Moderately soluble,-5.94,0.000384,1.15e-06,Moderately soluble,High,No,No,No,Yes,Yes,No,No,-6.38,0,0,0,0,0,0.55,0,2,0,3.45
Molecule 49,CCOc1ccc(cc1)/C=c/1\[nH]c(=O)c(=Cc2ccccc2)[nH]c1=O,C20H18N2O3,334.37,25,18,0.1,4,3,2,98.25,74.95,3.28,3.28,1.12,2.28,5.22,3.04,-4.25,0.0189,5.65e-05,Moderately soluble,-4.53,0.0099,2.9600000000000005e-05,Moderately soluble,-7.09,2.69e-05,8.050000000000001e-08,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-6.01,0,0,0,0,0,0.55,0,0,0,3.18
Molecule 50,Nc1ccc(cc1)C=c1[nH]c(=O)/c(=C/c2ccccc2)/[nH]c1=O,C18H15N3O2,305.33,23,18,0.0,2,2,3,91.36,91.74,2.32,2.26,0.31,1.82,4.07,2.16,-3.6,0.076,0.00024900000000000004,Soluble,-3.82,0.0459,0.00015,Soluble,-6.22,0.000184,6.04e-07,Poorly soluble,High,No,No,No,No,No,No,Yes,-6.56,0,0,0,0,0,0.55,0,1,0,3.1
Molecule 51,CC(=O)Oc1cccc(c1)/C=c/1\[nH]c(=O)c(=Cc2ccccc2)[nH]c1=O,C20H16N2O4,348.35,26,18,0.05,4,4,2,98.45,92.02,3.03,2.69,0.65,2.21,4.76,2.67,-3.94,0.0397,0.000114,Soluble,-4.28,0.0185,5.31e-05,Moderately soluble,-6.63,8.18e-05,2.35e-07,Poorly soluble,High,No,No,No,Yes,No,No,Yes,-6.52,0,0,0,0,0,0.55,0,1,0,3.24
Molecule 52,CC(=O)Oc1ccccc1/C=c/1\[nH]c(=O)c(=Cc2ccccc2)[nH]c1=O,C20H16N2O4,348.35,26,18,0.05,4,4,2,98.45,92.02,2.84,2.69,0.65,2.21,4.76,2.63,-3.94,0.0397,0.000114,Soluble,-4.28,0.0185,5.31e-05,Moderately soluble,-6.63,8.18e-05,2.35e-07,Poorly soluble,High,No,No,No,Yes,No,No,Yes,-6.52,0,0,0,0,0,0.55,0,1,0,3.34
Molecule 53,O=C(N1CCc2c1cc1cc[nH]c1c2)Nc1cccnc1,C16H14N4O,278.31,21,15,0.12,3,2,2,85.5,61.02,1.87,1.76,2.59,1.76,2.23,2.04,-3.0,0.275,0.000989,Soluble,-2.66,0.61,0.00219,Soluble,-5.31,0.00135,4.85e-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-6.75,0,0,0,0,0,0.55,0,0,0,2.45
Molecule 54,O=C1C=C[C@]2(c3c1[nH]cc3C[C@@H]1[C@@H]2CC[C@@]2([C@@H]1CCC2=O)C)C,C20H23NO2,309.4,23,5,0.6,0,2,1,89.5,49.93,2.38,3.37,3.59,2.63,4.32,3.26,-4.04,0.0281,9.07e-05,Moderately soluble,-4.1,0.0248,8e-05,Moderately soluble,-4.84,0.00447,1.4499999999999997e-05,Moderately soluble,High,Yes,Yes,Yes,No,No,No,No,-5.79,0,0,0,0,0,0.55,0,0,0,4.62
Molecule 55,O=C1CC[C@@]2(c3c1[nH]cc3C[C@H]1[C@H]2CC[C@]2([C@H]1CCC2=O)C)C,C20H25NO2,311.42,23,5,0.7,0,2,1,89.97,49.93,2.45,3.17,3.82,2.71,4.73,3.38,-3.93,0.0367,0.000118,Soluble,-3.89,0.0402,0.000129,Soluble,-5.31,0.00154,4.93e-06,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-5.95,0,0,0,0,0,0.55,0,0,0,4.17
Molecule 56,O[C@@H]1CC[C@@H]2[C@]1(C)CC[C@@H]1[C@@H]2Cc2c3[C@@]1(C)CCC(=O)c3[nH]c2,C20H27NO2,313.43,23,5,0.75,0,2,2,90.93,53.09,2.65,3.48,3.61,2.8,4.14,3.33,-4.14,0.0229,7.3e-05,Moderately soluble,-4.28,0.0166,5.28e-05,Moderately soluble,-4.61,0.007659999999999998,2.44e-05,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-5.74,0,0,0,0,0,0.55,0,0,0,4.34
Molecule 57,C[C@@]12C=CC(=O)c3c2c(C[C@@H]2[C@@H]1CC[C@@]1([C@@H]2CC[C@@H]1O)C)c[nH]3,C20H25NO2,311.42,23,5,0.65,0,2,2,90.46,53.09,2.59,3.69,3.38,2.71,3.73,3.22,-4.26,0.0173,5.5399999999999985e-05,Moderately soluble,-4.5,0.00996,3.2e-05,Moderately soluble,-4.14,0.0223,7.159999999999999e-05,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-5.58,0,0,0,0,0,0.55,0,0,1,4.8
Molecule 58,O=C1CC[C@]2(C3=C1NCC3=C[C@@H]1[C@@H]2CC[C@@]2([C@@H]1CCC2=O)C)C,C20H25NO2,311.42,23,0,0.7,0,2,1,93.33,46.17,2.47,2.11,2.78,2.76,3.66,2.76,-3.1,0.247,0.000794,Soluble,-2.71,0.607,0.00195,Soluble,-4.46,0.0108,3.46e-05,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-6.7,0,0,0,0,0,0.55,0,0,0,5.19
Molecule 59,O=C1CC[C@]2(C3=C1NCC3=C[C@@H]1[C@@H]2CC[C@@]2([C@@H]1CC[C@@H]2O)C)C,C20H27NO2,313.43,23,0,0.75,0,2,2,94.29,49.33,2.61,2.43,2.58,2.85,3.07,2.71,-3.31,0.152,0.000485,Soluble,-3.11,0.244,0.000779,Soluble,-3.77,0.0537,0.000171,Soluble,High,Yes,Yes,No,No,No,No,No,-6.49,0,0,0,0,0,0.55,0,0,0,5.28
Molecule 60,O=C1C=C[C@]2(C3=C1NCC3=C[C@@H]1[C@@H]2CC[C@@]2([C@@H]1CCC2=O)C)C,C20H23NO2,309.4,23,0,0.6,0,2,1,92.86,46.17,2.48,2.31,2.56,2.67,3.25,2.66,-3.21,0.189,0.000612,Soluble,-2.92,0.374,0.00121,Soluble,-3.99,0.0314,0.000101,Soluble,High,Yes,Yes,No,No,No,No,No,-6.55,0,0,0,0,0,0.55,0,0,0,5.23
Molecule 61,O=C1C=C[C@]2(C3=C1NCC3=C[C@@H]1[C@@H]2CC[C@@]2([C@@H]1CC[C@@H]2O)C)C,C20H25NO2,311.42,23,0,0.65,0,2,2,93.82,49.33,2.64,2.63,2.35,2.76,2.67,2.61,-3.43,0.116,0.000374,Soluble,-3.32,0.15,0.000483,Soluble,-3.3,0.156,0.000502,Soluble,High,Yes,Yes,No,No,No,No,No,-6.33,0,0,0,0,0,0.55,0,0,0,5.34
Molecule 62,COc1ccc2c(c1CCNC(=O)C)cccc2,C15H17NO2,243.3,18,10,0.27,5,2,1,72.83,38.33,2.47,2.72,2.53,2.42,3.28,2.68,-3.14,0.175,0.000719,Soluble,-3.18,0.161,0.000663,Soluble,-5.4,0.00096,3.94e-06,Moderately soluble,High,Yes,No,Yes,Yes,No,Yes,No,-5.85,0,0,0,0,0,0.55,0,0,1,1.52
Molecule 63,CCC(=O)NCCc1c(OC)ccc2c1cccc2,C16H19NO2,257.33,19,10,0.31,6,2,1,77.64,38.33,2.83,3.19,2.92,2.67,3.67,3.05,-3.44,0.0937,0.000364,Soluble,-3.67,0.0555,0.000216,Soluble,-5.81,0.000402,1.56e-06,Moderately soluble,High,Yes,No,Yes,Yes,No,Yes,No,-5.6,0,0,0,0,0,0.55,0,0,0,1.65
Molecule 64,COc1ccc2c(c1CCNC(=O)C1CC1)cccc2,C17H19NO2,269.34,20,10,0.35,6,2,1,80.33,38.33,2.92,3.17,2.85,2.52,3.8,3.05,-3.48,0.08900000000000001,0.00033,Soluble,-3.65,0.0609,0.000226,Soluble,-5.61,0.00066,2.45e-06,Moderately soluble,High,Yes,No,Yes,Yes,No,Yes,No,-5.69,0,0,0,0,0,0.55,0,0,0,1.72
Molecule 65,CCC(=O)NCCc1cc(CC)ccc1OC,C14H21NO2,235.32,17,6,0.5,7,2,1,69.9,38.33,2.83,2.74,2.33,2.38,3.4,2.74,-2.82,0.353,0.0015,Soluble,-3.2,0.149,0.0006320000000000001,Soluble,-4.93,0.00279,1.19e-05,Moderately soluble,High,Yes,No,Yes,No,No,Yes,No,-5.79,0,0,0,0,0,0.55,0,0,1,1.74
Molecule 66,COC(=O)c1ccc(cn1)C(=O)NS(=O)(=O)C,C9H10N2O5S,258.25,17,6,0.22,5,6,1,57.48,110.81,0.32,-0.11,0.64,-1.08,-0.28,-0.1,-1.3,12.9,0.0498,Very soluble,-1.76,4.45,0.0172,Very soluble,-2.42,0.986,0.003820000000000001,Soluble,High,No,No,No,No,No,No,No,-7.95,0,0,0,0,0,0.55,0,0,0,2.12
Molecule 67,CCCS(=O)(=O)NC(=O)c1ccc(nc1)C(=O)OC,C11H14N2O5S,286.3,19,6,0.36,7,6,1,67.09,110.81,0.69,0.78,1.42,-0.48,0.45,0.57,-1.88,3.79,0.0132,Very soluble,-2.69,0.588,0.00205,Soluble,-3.22,0.173,0.000604,Soluble,High,No,No,No,No,No,No,No,-7.49,0,0,0,0,0,0.55,0,0,0,2.48
Molecule 68,COC(=O)c1ccc(cn1)C(=O)NS(=O)(=O)Cc1ccccc1,C15H14N2O5S,334.35,23,12,0.13,7,6,1,81.96,110.81,1.14,1.38,2.06,0.36,1.21,1.23,-2.71,0.657,0.00197,Soluble,-3.31,0.16399999999999998,0.00049,Soluble,-4.92,0.00402,1.2e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.36,0,0,0,0,0,0.55,0,0,0,2.71
Molecule 69,COc1cccc(c1)n1cc(C(=O)NC(=N)N)c2c(c1=O)cccc2,C18H16N4O3,336.34,25,16,0.06,5,4,3,95.33,110.2,2.18,1.89,1.62,1.93,1.55,1.83,-3.26,0.185,0.00055,Soluble,-3.83,0.0501,0.000149,Soluble,-5.13,0.00248,7.38e-06,Moderately soluble,High,No,No,No,No,No,No,No,-7.01,0,0,0,0,0,0.55,0,2,0,2.61
Molecule 70,NC(=N)NC(=O)c1cn(c2ccc(cc2)C)c(=O)c2c1cccc2,C18H16N4O2,320.35,24,16,0.06,4,3,3,93.81,100.97,1.86,2.28,1.92,2.46,2.01,2.11,-3.49,0.103,0.000322,Soluble,-4.04,0.0294,9.17e-05,Moderately soluble,-5.4,0.00128,3.98e-06,Moderately soluble,High,No,No,No,No,No,No,No,-6.64,0,0,0,0,0,0.55,0,2,0,2.55
Molecule 71,NC(=N)NC(=O)c1cn(c2ccccc2C)c(=O)c2c1cccc2,C18H16N4O2,320.35,24,16,0.06,4,3,3,93.81,100.97,1.63,2.28,1.92,2.46,2.01,2.06,-3.49,0.103,0.000322,Soluble,-4.04,0.0294,9.17e-05,Moderately soluble,-5.4,0.00128,3.98e-06,Moderately soluble,High,No,No,No,No,No,No,No,-6.64,0,0,0,0,0,0.55,0,2,0,2.54
Molecule 72,COc1cccc2c1n(C(C)C)c(n2)Cl,C11H13ClN2O,224.69,15,9,0.36,2,2,0,62.11,27.05,2.65,3.07,3.28,2.17,2.54,2.74,-3.48,0.0745,0.000332,Soluble,-3.3,0.111,0.000495,Soluble,-3.66,0.0492,0.000219,Soluble,High,Yes,No,Yes,Yes,No,No,No,-5.49,0,0,0,0,0,0.55,0,0,1,2.12
Molecule 73,CCOC(=O)c1cccc2c1n(C(C)C)c(n2)Cl,C13H15ClN2O2,266.72,18,9,0.38,4,3,0,71.71,44.12,2.84,3.32,3.45,2.58,2.82,3.0,-3.69,0.0543,0.000204,Soluble,-3.92,0.0319,0.000119,Soluble,-4.01,0.0262,9.84e-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.57,0,0,0,0,0,0.55,0,0,0,2.23
Molecule 74,COc1cccc2c1n(C(C)C)c(n2)N1CCC(CC1)c1c[nH]cn1,C19H25N5O,339.43,25,14,0.47,4,3,1,103.18,58.97,2.6,2.98,3.35,2.04,2.67,2.73,-3.97,0.0362,0.000107,Soluble,-3.88,0.0445,0.000131,Soluble,-4.85,0.00476,1.4e-05,Moderately soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.25,0,0,0,0,0,0.55,0,0,0,3.57
Molecule 75,OCc1cccc2c1n(C(C)C)c(n2)N1CCC(CC1)c1c[nH]cn1,C19H25N5O,339.43,25,14,0.47,4,3,2,102.82,69.97,2.36,2.12,2.68,1.77,2.52,2.29,-3.43,0.126,0.000371,Soluble,-3.22,0.204,0.000602,Soluble,-4.55,0.00946,2.79e-05,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,No,-6.87,0,0,0,0,0,0.55,0,0,0,3.41
Molecule 76,O=C(c1c[nH]c2c1cccc2)N1CCC(CC1)c1c[nH]cn1,C17H18N4O,294.35,22,14,0.29,3,2,2,89.05,64.78,1.62,1.92,2.53,1.36,3.07,2.1,-3.15,0.21,0.000712,Soluble,-2.9,0.3670000000000001,0.00125,Soluble,-5.07,0.00249,8.45e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-6.73,0,0,0,0,0,0.55,0,0,0,2.68
Molecule 77,O=C(c1n[nH]c2c1cccc2)N1CCC(CC1)c1nc[nH]c1C,C17H19N5O,309.37,23,14,0.35,3,3,2,91.81,77.67,1.27,2.16,2.23,1.36,3.01,2.01,-3.37,0.132,0.000425,Soluble,-3.42,0.117,0.000377,Soluble,-5.08,0.00257,8.32e-06,Moderately soluble,High,No,Yes,Yes,Yes,No,Yes,No,-6.65,0,0,0,0,0,0.55,0,0,0,2.9
Molecule 78,COc1ccc(c(c1)F)c1nc2n(c1=O)c1CCCCc1[nH]c2,C17H16FN3O2,313.33,23,15,0.29,2,4,1,85.13,59.39,3.07,2.71,3.14,2.12,3.8,2.97,-3.84,0.0452,0.000144,Soluble,-3.61,0.0768,0.000245,Soluble,-5.64,0.000724,2.31e-06,Moderately soluble,High,Yes,No,Yes,No,Yes,Yes,Yes,-6.29,0,0,0,0,0,0.55,0,0,0,3.05
Molecule 79,Fc1ccccc1c1nc2n(c1=O)c1CCCCc1[nH]c2,C16H14FN3O,283.3,21,15,0.25,1,3,1,78.64,50.16,2.67,2.74,3.13,2.44,3.78,2.95,-3.79,0.0465,0.000164,Soluble,-3.45,0.101,0.000357,Soluble,-5.52,0.000852,3.01e-06,Moderately soluble,High,Yes,No,Yes,No,No,Yes,No,-6.08,0,0,0,0,0,0.55,0,0,0,2.98
Molecule 80,COc1ccc(c(c1)F)c1nc2n(c1=O)c1CCCCCc1[nH]c2,C18H18FN3O2,327.35,24,15,0.33,2,4,1,89.94,59.39,3.14,3.25,3.53,2.35,4.03,3.26,-4.25,0.0185,5.65e-05,Moderately soluble,-4.17,0.0221,6.75e-05,Moderately soluble,-5.91,0.000406,1.24e-06,Moderately soluble,High,Yes,No,Yes,No,Yes,Yes,Yes,-5.99,0,0,0,0,0,0.55,0,0,0,3.19
Molecule 81,COc1ccc(c(c1)F)c1nc2n(c1=O)c1CCCc1[nH]c2,C16H14FN3O2,299.3,22,15,0.25,2,4,1,80.32,59.39,2.87,2.35,2.75,1.88,3.57,2.68,-3.55,0.0846,0.000283,Soluble,-3.24,0.173,0.000579,Soluble,-5.36,0.00129,4.33e-06,Moderately soluble,High,Yes,No,Yes,No,No,Yes,Yes,-6.46,0,0,0,0,0,0.55,0,0,0,2.95
Molecule 82,OC1=C(C(=O)Nc2ccncc2)c2n(CC1)c1c(n2)cccc1,C17H14N4O2,306.32,23,15,0.12,3,4,2,86.98,80.04,1.44,1.63,2.55,0.71,1.44,1.55,-3.05,0.273,0.0008900000000000002,Soluble,-2.92,0.365,0.00119,Soluble,-4.72,0.0058200000000000005,1.9e-05,Moderately soluble,High,No,Yes,Yes,No,No,Yes,Yes,-7.01,0,0,0,0,0,0.56,0,0,0,3.2
Molecule 83,O[C@H]1[C@@H](CN[C@H]2[C@H]1O[C@H](OC2)c1ccccc1)Sc1ccccc1,C19H21NO3S,343.44,24,12,0.37,3,4,2,97.31,76.02,3.05,2.46,1.89,2.45,2.26,2.42,-3.69,0.0699,0.000204,Soluble,-3.7,0.0685,0.000199,Soluble,-4.73,0.00634,1.85e-05,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-6.65,0,0,0,0,0,0.55,0,0,0,4.54
Molecule 84,OC[C@@H]1NC[C@H]([C@@H]([C@H]1O)O)SC,C7H15NO3S,193.26,12,0,1.0,2,4,4,51.44,98.02,0.16,-0.47,-1.98,-1.16,-0.75,-0.84,-0.61,47.4,0.245,Very soluble,-1.12,14.6,0.0755,Very soluble,0.42,510.0,2.64,Soluble,High,No,No,No,No,No,No,No,-7.81,0,1,0,0,1,0.55,0,0,1,3.58
Molecule 85,OC[C@@H]1NC[C@H]([C@@H]([C@H]1O)O)Sc1ccccc1,C12H17NO3S,255.33,17,6,0.5,3,4,4,70.29,98.02,1.72,1.09,-0.55,0.28,0.4,0.59,-2.17,1.71,0.00672,Soluble,-2.74,0.464,0.00182,Soluble,-1.71,4.98,0.0195,Soluble,High,No,No,No,No,No,No,No,-7.08,0,1,0,0,0,0.55,0,0,0,3.84
Molecule 86,CS[C@@H]1[C@@H](O)CN[C@H]([C@@H]1O)CO,C7H15NO3S,193.26,12,0,1.0,2,4,4,51.44,98.02,1.31,-0.47,-1.98,-1.16,-0.75,-0.61,-0.61,47.4,0.245,Very soluble,-1.12,14.6,0.0755,Very soluble,0.42,510.0,2.64,Soluble,High,No,No,No,No,No,No,No,-7.81,0,1,0,0,1,0.55,0,0,1,3.28
Molecule 87,OC[C@@H]1NC[C@@H]([C@H]([C@H]1O)Sc1ccccc1)O,C12H17NO3S,255.33,17,6,0.5,3,4,4,70.29,98.02,1.88,1.09,-0.55,0.28,0.4,0.62,-2.17,1.71,0.00672,Soluble,-2.74,0.464,0.00182,Soluble,-1.71,4.98,0.0195,Soluble,High,No,No,No,No,No,No,No,-7.08,0,1,0,0,0,0.55,0,0,0,3.61
Molecule 88,Oc1cccc(c1)C(=O)c1scc(c1)S(=O)(=O)N,C11H9NO4S2,283.32,18,11,0.0,3,5,2,67.21,134.08,0.53,1.49,2.41,-0.2,1.65,1.17,-2.79,0.46,0.00162,Soluble,-3.91,0.0346,0.000122,Soluble,-3.12,0.215,0.000759,Soluble,High,No,No,No,No,No,No,No,-6.97,0,0,0,1,0,0.55,0,0,0,2.8
Molecule 89,O=Cc1cccc(c1)C(=O)c1scc(c1)S(=O)(=O)N,C12H9NO4S2,295.33,19,11,0.0,4,5,1,70.58,130.92,0.44,1.31,2.52,-0.27,2.31,1.26,-2.66,0.645,0.00218,Soluble,-3.66,0.0646,0.000219,Soluble,-3.64,0.0678,0.00023,Soluble,High,No,No,No,No,No,No,No,-7.17,0,0,0,0,0,0.55,0,1,0,2.91
Molecule 90,O=C(c1scc(c1)S(=O)(=O)N)c1ccc(cc1)C(C)(C)C,C15H17NO3S2,323.43,21,11,0.27,4,4,1,84.46,113.85,2.06,3.51,4.0,1.43,3.41,2.88,-4.18,0.0214,6.6e-05,Moderately soluble,-5.58,0.000842,2.6e-06,Moderately soluble,-4.89,0.00421,1.3e-05,Moderately soluble,High,No,No,Yes,Yes,Yes,No,Yes,-5.78,0,0,0,0,0,0.55,0,0,1,3.22
Molecule 91,O=C(c1scc(c1)S(=O)(=O)N)c1cccc(c1)C(F)(F)F,C12H8F3NO3S2,335.32,21,11,0.08,4,7,1,70.19,113.85,1.58,2.73,4.88,1.31,3.19,2.74,-3.76,0.0579,0.000173,Soluble,-4.77,0.00563,1.6800000000000002e-05,Moderately soluble,-4.55,0.00934,2.79e-05,Moderately soluble,High,No,No,No,Yes,No,No,No,-6.41,0,0,0,0,0,0.55,0,0,0,2.94
Molecule 92,CC(=O)Oc1ccc(cc1)C(=O)c1scc(c1)S(=O)(=O)N,C13H11NO5S2,325.36,21,11,0.08,5,6,1,76.69,140.15,1.41,1.59,2.63,0.27,2.08,1.6,-2.92,0.394,0.00121,Soluble,-4.14,0.0233,7.170000000000001e-05,Moderately soluble,-3.75,0.0577,0.000177,Soluble,Low,No,No,No,No,No,No,No,-7.16,0,0,1,1,0,0.55,0,1,0,2.89
