Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 52,CC#CC[C@@H]([C@@H](/C=C/[C@@H]1[C@@H](O)C[C@H]2[C@H]1C/C(=C\CCCC(=O)OCC(=O)c1ccccc1)/C2)O)C,C30H38O5,478.62,35,6,0.53,12,5,2,138.99,83.83,4.5,4.53,4.96,3.63,6.11,4.75,-5.0,0.00483,1.01e-05,Moderately soluble,-6.01,0.000465,9.72e-07,Poorly soluble,-5.12,0.0036,7.52e-06,Moderately soluble,High,No,Yes,No,No,Yes,Yes,Yes,-6.0,0,2,1,0,0,0.55,0,2,3,5.66
Molecule 53,C=CCN1C[C@@H](C[C@H]2[C@H]1Cc1c[nH]c3c1c2ccc3)C(=O)N(C(=O)NCC)CCCN(C)C,C26H37N5O2,451.6,33,9,0.54,11,4,2,136.63,71.68,4.21,3.4,2.81,2.31,3.0,3.15,-4.26,0.0249,5.520000000000001e-05,Moderately soluble,-4.58,0.0118,2.6000000000000002e-05,Moderately soluble,-5.71,0.0008699999999999999,1.93e-06,Moderately soluble,High,Yes,Yes,No,No,Yes,Yes,Yes,-6.64,0,1,1,0,0,0.55,0,1,2,4.56
Molecule 54,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,C11H16N2O3,224.26,16,0,0.55,4,3,2,66.57,75.27,1.53,1.74,0.2,0.84,1.7,1.2,-2.06,1.94,0.00866,Soluble,-2.94,0.259,0.00115,Soluble,-2.83,0.32899999999999996,0.00147,Soluble,High,No,No,Yes,No,No,No,No,-6.43,0,0,0,0,0,0.55,0,2,1,2.17
Molecule 55,O[C@H]1C[C@H](O)C(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](/C=C/[C@H](C2CC2)O)C)C)/C1,C27H40O3,412.6,30,0,0.7,5,3,3,124.78,60.69,4.22,4.29,5.03,4.24,5.43,4.64,-4.77,0.0069900000000000006,1.6899999999999997e-05,Moderately soluble,-5.28,0.00218,5.28e-06,Moderately soluble,-3.3,0.205,0.0004969999999999999,Soluble,High,Yes,No,No,No,Yes,No,Yes,-5.77,1,0,0,0,0,0.55,0,1,2,6.27
Molecule 56,ClCC/C(=C(\c1ccccc1)/c1ccc(cc1)OCCN(C)C)/c1ccccc1,C26H28ClNO,405.96,29,18,0.23,9,2,0,124.52,12.47,4.7,7.2,6.22,5.3,6.5,5.98,-6.76,7.08e-05,1.74e-07,Poorly soluble,-7.28,2.11e-05,5.19e-08,Poorly soluble,-9.52,1.2099999999999998e-07,2.99e-10,Poorly soluble,Low,No,Yes,No,Yes,No,Yes,Yes,-3.66,1,1,0,1,1,0.55,0,2,3,3.18
Molecule 57,ClCCN(C(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C)CCCl,C23H31Cl2NO3,440.4,29,6,0.7,7,3,1,117.8,49.77,4.04,4.0,5.18,4.47,4.65,4.47,-4.78,0.00728,1.65e-05,Moderately soluble,-4.75,0.00788,1.7899999999999998e-05,Moderately soluble,-6.08,0.000362,8.22e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.15,1,0,0,0,0,0.55,0,1,2,4.59
Molecule 58,Nc1ccc(cc1)S(=O)(=O)N,C6H8N2O2S,172.2,11,6,0.0,1,3,2,41.84,94.56,0.61,-0.62,1.01,-0.3,-0.73,-0.01,-0.85,24.1,0.14,Very soluble,-0.89,22.0,0.128,Very soluble,-1.6,4.33,0.0251,Soluble,High,No,No,No,No,No,No,No,-7.79,0,1,0,0,1,0.55,0,1,1,1.6
Molecule 59,CCN(CC#CCOC(=O)[C@@](c1ccccc1)(C1CCCCC1)O)CC,C22H31NO3,357.49,26,6,0.59,8,4,1,104.79,49.77,4.3,4.18,3.31,3.07,4.0,3.78,-4.33,0.0166,4.6500000000000005e-05,Moderately soluble,-4.93,0.0041600000000000005,1.1599999999999999e-05,Moderately soluble,-4.76,0.00614,1.7199999999999998e-05,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-5.51,0,0,0,0,0,0.55,0,1,3,4.15
Molecule 60,CN(Cc1cccc2c1cccc2)C/C=C/C#CC(C)(C)C,C21H25N,291.43,22,10,0.33,4,1,0,97.31,3.24,4.15,5.59,4.81,4.89,5.16,4.92,-5.24,0.0016699999999999998,5.74e-06,Moderately soluble,-5.42,0.0011099999999999999,3.8e-06,Moderately soluble,-5.98,0.000304,1.04e-06,Moderately soluble,High,No,No,No,No,No,Yes,No,-4.11,1,0,0,0,2,0.55,0,1,1,3.09
Molecule 61,NCCC[C@@H](Nc1cc(OC)cc2c1nccc2)C,C15H21N3O,259.35,19,10,0.4,6,3,2,79.48,60.17,2.77,2.23,2.59,1.39,2.55,2.31,-2.85,0.369,0.0014199999999999998,Soluble,-3.13,0.193,0.000743,Soluble,-5.17,0.0017399999999999998,6.7e-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,No,-6.3,0,0,0,0,0,0.55,0,0,0,2.68
Molecule 62,OC(=O)C(c1ccc(cc1)[C@H](CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O)O)(C)C,C32H39NO4,501.66,37,18,0.41,10,5,3,151.59,81.0,4.2,3.01,4.7,3.86,5.65,4.28,-4.55,0.0143,2.84e-05,Moderately soluble,-4.38,0.0211,4.210000000000001e-05,Moderately soluble,-8.1,3.96e-06,7.89e-09,Poorly soluble,High,No,Yes,No,No,No,Yes,No,-7.22,1,3,0,0,0,0.55,0,0,2,4.31
Molecule 63,C=CC[N+]1(CCCC1)[C@H]1C[C@@H]2[C@]([C@H]1OC(=O)C)(C)CC[C@H]1[C@H]2CC[C@@H]2[C@]1(C)C[C@@H]([C@H](C2)O)N1CCOCC1,C32H53N2O4,529.77,38,0,0.91,6,5,1,160.47,59.0,1.42,5.03,3.65,0.02,3.73,2.77,-5.9,0.000671,1.27e-06,Moderately soluble,-6.01,0.000518,9.78e-07,Poorly soluble,-4.99,0.0054,1.0199999999999999e-05,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-5.96,1,3,0,0,1,0.55,0,2,2,5.98
Molecule 64,CCCN(CCC)CCc1cccc2c1CC(=O)N2,C16H24N2O,260.37,19,6,0.56,7,2,1,83.25,32.34,3.17,2.7,2.27,2.49,3.6,2.85,-2.93,0.308,0.00118,Soluble,-3.03,0.242,0.0009289999999999999,Soluble,-5.43,0.000965,3.71e-06,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-5.97,0,0,0,0,0,0.55,0,0,0,2.38
Molecule 65,Nc1nccc(n1)c1sc(nc1c1cccc(c1F)NS(=O)(=O)c1c(F)cccc1F)C(C)(C)C,C23H20F3N5O2S2,519.56,35,23,0.17,6,8,2,129.24,147.48,3.08,4.78,7.52,2.94,5.51,4.77,-6.16,0.000357,6.87e-07,Poorly soluble,-7.61,1.28e-05,2.46e-08,Poorly soluble,-9.57,1.41e-07,2.72e-10,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-6.08,1,2,1,2,0,0.55,0,0,2,4.05
Molecule 66,C[C@@H]1O[C@H](C)CN(C1)c1ccc(cn1)NC(=O)c1cccc(c1C)c1ccc(cc1)OC(F)(F)F,C26H26F3N3O3,485.5,35,18,0.31,7,7,1,130.88,63.69,3.99,5.81,6.51,3.25,4.88,4.89,-6.43,0.000181,3.7200000000000005e-07,Poorly soluble,-6.92,5.870000000000001e-05,1.2099999999999998e-07,Poorly soluble,-8.41,1.89e-06,3.8900000000000004e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-5.14,0,3,0,1,1,0.55,0,0,2,4.16
Molecule 67,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc([nH]1)c1ccc(cc1)c1ccc(cc1)c1cnc([nH]1)[C@@H]1CCCN1C(=O)[C@H](C(C)C)NC(=O)OC)C(C)C,C40H50N8O6,738.87,54,22,0.45,17,8,4,211.86,174.64,4.37,5.09,4.81,1.22,5.22,4.14,-6.81,0.00011499999999999999,1.56e-07,Poorly soluble,-8.5,2.33e-06,3.16e-09,Poorly soluble,-9.45,2.63e-07,3.56e-10,Poorly soluble,Low,No,Yes,No,No,Yes,No,Yes,-7.19,2,3,2,1,4,0.17,0,1,3,6.33
Molecule 68,CC#CC[C@H]([C@H](/C=C/[C@@H]1[C@@H](O)C[C@H]2[C@H]1C/C(=C\CCCC(=O)OCC(=O)c1ccccc1)/C2)O)C,C30H38O5,478.62,35,6,0.53,12,5,2,138.99,83.83,4.69,4.53,4.96,3.63,6.11,4.78,-5.0,0.00483,1.01e-05,Moderately soluble,-6.01,0.000465,9.72e-07,Poorly soluble,-5.12,0.0036,7.52e-06,Moderately soluble,High,No,Yes,No,No,Yes,Yes,Yes,-6.0,0,2,1,0,0,0.55,0,2,3,5.66
Molecule 69,OC(=O)C(c1ccc(cc1)[C@@H](CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O)O)(C)C,C32H39NO4,501.66,37,18,0.41,10,5,3,151.59,81.0,4.08,3.01,4.7,3.86,5.65,4.26,-4.55,0.0143,2.84e-05,Moderately soluble,-4.38,0.0211,4.210000000000001e-05,Moderately soluble,-8.1,3.96e-06,7.89e-09,Poorly soluble,High,No,Yes,No,No,No,Yes,No,-7.22,1,3,0,0,0,0.55,0,0,2,4.31
Molecule 70,Clc1ccc(c(c1)Cl)[C@@]1(OC[C@@H](O1)COc1ccc(cc1)N1CCN(CC1)C(=O)C)Cn1cncc1,C26H28Cl2N4O4,531.43,36,17,0.38,8,5,0,144.44,69.06,3.79,4.34,3.34,2.47,3.69,3.53,-5.69,0.00108,2.04e-06,Moderately soluble,-5.51,0.0016600000000000002,3.13e-06,Moderately soluble,-7.2,3.37e-05,6.34e-08,Poorly soluble,High,Yes,No,No,Yes,Yes,Yes,Yes,-6.46,1,2,0,0,0,0.55,1,0,3,4.45
Molecule 71,NC[C@@H](c1ccc(cc1)Cl)CC(=O)O,C10H12ClNO2,213.66,14,6,0.3,4,3,2,55.32,63.32,1.66,-0.96,1.86,1.96,1.87,1.28,-0.61,52.1,0.244,Very soluble,0.12,279.0,1.3,Highly soluble,-2.89,0.273,0.00128,Soluble,High,Yes,No,No,No,No,No,No,-8.28,0,0,0,0,0,0.55,0,0,1,1.81
Molecule 72,NC[C@H](c1ccc(cc1)Cl)CC(=O)O,C10H12ClNO2,213.66,14,6,0.3,4,3,2,55.32,63.32,1.55,-0.96,1.86,1.96,1.87,1.26,-0.61,52.1,0.244,Very soluble,0.12,279.0,1.3,Highly soluble,-2.89,0.273,0.00128,Soluble,High,Yes,No,No,No,No,No,No,-8.28,0,0,0,0,0,0.55,0,0,1,1.81
Molecule 73,C#CC[C@H](c1ccc(cc1)C(=O)N[C@H](C(=O)O)CCC(=O)O)Cc1cnc2c(n1)c(N)nc(n2)N,C23H23N7O5,477.47,35,16,0.26,11,9,5,126.55,207.3,1.52,-0.88,1.08,0.34,1.41,0.69,-1.86,6.62,0.0139,Very soluble,-2.99,0.48700000000000004,0.0010199999999999999,Soluble,-4.78,0.00798,1.67e-05,Moderately soluble,Low,No,Yes,No,No,No,No,No,-9.84,1,0,2,1,1,0.11,0,1,2,4.15
Molecule 74,COCCOc1cc2c(ncnc2cc1OCCOC)Nc1cccc(c1)C#C,C22H23N3O4,393.44,29,16,0.27,10,6,1,111.4,74.73,3.67,3.31,3.48,1.62,4.06,3.23,-4.11,0.0303,7.709999999999999e-05,Moderately soluble,-4.56,0.011,2.78e-05,Moderately soluble,-7.26,2.15e-05,5.46e-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-6.35,0,0,0,0,0,0.55,0,1,2,3.19
Molecule 75,NCCC[C@H](Nc1cc(OC)cc2c1nccc2)C,C15H21N3O,259.35,19,10,0.4,6,3,2,79.48,60.17,2.5,2.23,2.59,1.39,2.55,2.25,-2.85,0.369,0.0014199999999999998,Soluble,-3.13,0.193,0.000743,Soluble,-5.17,0.0017399999999999998,6.7e-06,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,No,-6.3,0,0,0,0,0,0.55,0,0,0,2.68
Molecule 76,C[C@@H](N(CC#C)C)Cc1ccccc1,C13H17N,187.28,14,6,0.38,4,1,0,61.31,3.24,2.8,2.9,2.26,3.25,2.85,2.81,-2.88,0.24600000000000002,0.00131,Soluble,-2.63,0.44,0.00235,Soluble,-3.45,0.0664,0.00035499999999999996,Soluble,High,Yes,No,Yes,No,No,Yes,No,-5.38,0,0,0,0,2,0.55,0,1,1,2.11
Molecule 77,CC#CC[C@H]([C@@H](/C=C/[C@@H]1[C@@H](O)C[C@H]2[C@H]1C/C(=C\CCCC(=O)OCC(=O)c1ccccc1)/C2)O)C,C30H38O5,478.62,35,6,0.53,12,5,2,138.99,83.83,5.05,4.53,4.96,3.63,6.11,4.86,-5.0,0.00483,1.01e-05,Moderately soluble,-6.01,0.000465,9.72e-07,Poorly soluble,-5.12,0.0036,7.52e-06,Moderately soluble,High,No,Yes,No,No,Yes,Yes,Yes,-6.0,0,2,1,0,0,0.55,0,2,3,5.66
Molecule 78,OC[C@@H]1[C@@H](O)C[C@@H](C1=C)n1cnc2c1nc(N)[nH]c2=O,C12H15N5O3,277.28,20,9,0.42,2,5,4,72.39,130.05,0.39,-1.12,-0.82,-0.72,-0.42,-0.54,-1.05,24.5,0.0882,Very soluble,-1.12,21.0,0.0759,Very soluble,-1.23,16.5,0.0594,Soluble,High,No,No,No,No,No,No,No,-8.79,0,1,0,0,0,0.55,0,1,0,3.53
Molecule 79,N[C@H](C=C)CCC(=O)O,C6H11NO2,129.16,9,0,0.5,4,3,2,34.96,63.32,1.17,-2.16,0.36,0.28,0.01,-0.07,0.98,1240.0,9.64,Highly soluble,1.36,2960.0,22.9,Highly soluble,-0.16,89.1,0.69,Soluble,High,No,No,No,No,No,No,No,-8.62,0,2,0,0,2,0.55,0,1,1,1.94
Molecule 80,CCC[C@H](C1(CC=C)C(=O)NC(=O)NC1=O)C,C12H18N2O3,238.28,17,0,0.58,5,3,2,71.37,75.27,1.87,1.97,0.59,1.12,2.08,1.53,-2.23,1.41,0.00591,Soluble,-3.18,0.159,0.000667,Soluble,-3.24,0.138,0.0005780000000000001,Soluble,High,No,No,No,No,No,No,No,-6.35,0,0,0,0,0,0.55,0,2,1,2.78
Molecule 81,N[C@H](C(=O)O)CS,C3H7NO2S,121.16,7,0,0.67,2,3,2,28.94,102.12,0.37,-2.49,-0.67,-3.06,-0.69,-1.31,1.11,1560.0,12.9,Highly soluble,0.89,936.0,7.73,Highly soluble,0.59,470.0,3.88,Soluble,High,No,No,No,No,No,No,No,-8.81,0,4,0,0,3,0.55,0,1,1,1.75
Molecule 82,OCC(CO)O,C3H8O3,92.09,6,0,1.0,2,3,3,20.02,60.69,0.45,-1.76,-1.67,-1.51,-0.96,-1.09,0.83,622.0,6.76,Highly soluble,1.0,922.0,10.0,Highly soluble,1.08,1110.0,12.0,Soluble,High,No,No,No,No,No,No,No,-8.11,0,4,0,0,2,0.55,0,0,1,1.31
Molecule 83,OC[C@@H](O)C,C3H8O2,76.09,5,0,1.0,1,2,2,18.86,40.46,0.9,-0.92,-0.64,-0.63,-0.54,-0.37,0.33,164.0,2.16,Highly soluble,0.55,272.0,3.58,Highly soluble,0.56,275.0,3.61,Soluble,High,No,No,No,No,No,No,No,-7.42,0,4,0,0,2,0.55,0,0,1,1.18
Molecule 84,O[C@H]1CN[C@@H](C1)C(=O)O,C5H9NO3,131.13,9,0,0.8,1,4,3,33.69,69.56,0.62,-3.17,-1.59,-3.44,-0.67,-1.65,1.41,3370.0,25.7,Highly soluble,2.28,24800.0,189.0,Highly soluble,0.66,597.0,4.55,Soluble,High,No,No,No,No,No,No,No,-9.35,0,4,0,0,2,0.55,0,0,1,2.23
Molecule 85,OC[C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O,C6H12O7,196.16,13,0,0.83,5,7,6,38.54,138.45,-0.06,-3.37,-3.49,-2.9,-2.26,-2.42,1.4,4890.0,24.9,Highly soluble,1.04,2140.0,10.9,Highly soluble,3.02,204000.0,1040.0,Soluble,Low,No,No,No,No,No,No,No,-9.89,1,2,0,1,3,0.56,0,0,1,3.33
Molecule 86,NCCCC[C@@H](C(=O)O)N,C6H14N2O2,146.19,10,0,0.83,5,4,3,38.14,89.34,0.97,-3.05,-0.47,-2.67,-0.72,-1.19,1.51,4680.0,32.0,Highly soluble,1.74,7990.0,54.7,Highly soluble,-0.18,96.1,0.6579999999999999,Soluble,High,No,No,No,No,No,No,No,-9.36,0,3,0,0,2,0.55,0,0,1,1.75
Molecule 87,OC[C@H]1OC(=O)[C@@H]([C@H]([C@@H]1O)O)O,C6H10O6,178.14,12,0,0.83,1,6,4,34.77,107.22,-0.13,-2.03,-3.01,-2.49,-1.71,-1.88,0.4,448.0,2.51,Highly soluble,0.3,358.0,2.01,Highly soluble,1.92,14900.0,83.4,Soluble,Low,No,No,No,No,No,No,No,-8.83,0,2,0,0,2,0.55,0,0,1,3.38
Molecule 88,NCCS(=O)(=O)O,C2H7NO3S,125.15,7,0,1.0,2,4,2,24.97,88.77,-0.28,-4.11,-0.09,-1.51,-1.18,-1.43,2.11,16000.0,127.0,Highly soluble,2.85,88500.0,707.0,Highly soluble,0.36,288.0,2.3,Soluble,High,No,No,No,No,No,No,No,-9.98,0,3,0,0,3,0.55,0,1,1,2.17
Molecule 89,SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N,C10H17N3O6S,307.32,20,0,0.6,11,7,5,70.37,197.62,0.32,-4.5,-2.21,-4.04,-1.37,-2.36,1.82,20100.0,65.4,Highly soluble,0.97,2860.0,9.3,Highly soluble,-0.08,254.0,0.826,Soluble,Low,No,No,No,No,No,No,No,-11.37,0,1,2,1,2,0.11,0,1,1,3.06
Molecule 90,O[C@H]1CCC(=C)/C(=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@@H](CCCC(O)(C)C)C)C)/C1,C27H44O2,400.64,29,0,0.78,6,2,2,126.24,40.46,4.72,6.18,6.73,5.21,6.69,5.91,-5.82,0.000605,1.51e-06,Moderately soluble,-6.81,6.15e-05,1.54e-07,Poorly soluble,-5.42,0.0015300000000000001,3.81e-06,Moderately soluble,High,No,No,No,No,No,No,No,-4.36,1,2,0,1,1,0.55,0,0,2,6.06
Molecule 91,OS(=S)(=O)O,H2O3S2,114.14,5,0,0.78,0,2,2,21.13,98.0,4.72,6.18,6.73,5.21,6.69,5.91,-5.82,0.000605,1.51e-06,Moderately soluble,-6.81,6.15e-05,1.54e-07,Poorly soluble,-5.42,0.0015300000000000001,3.81e-06,Moderately soluble,High,No,No,No,No,No,No,No,-4.36,1,2,0,1,1,0.55,0,0,2,6.06
Molecule 92,OC[C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O,C6H14O6,182.17,12,0,1.0,5,6,6,37.93,121.38,1.88,-3.1,-3.59,-2.77,-1.91,-1.9,1.31,3750.0,20.6,Highly soluble,1.12,2380.0,13.1,Highly soluble,2.57,67100.0,368.0,Soluble,Low,No,No,No,No,No,No,No,-9.61,1,2,0,0,3,0.55,0,0,1,3.3
Molecule 93,C/C(=C/C=C/C(=C\C(=O)O)/C)/C=C/C1=C(C)CCCC1(C)C,C20H28O2,300.44,22,0,0.45,5,2,1,95.28,37.3,3.68,6.3,5.6,4.28,5.21,5.01,-5.34,0.00137,4.55e-06,Moderately soluble,-6.87,4.03e-05,1.34e-07,Poorly soluble,-3.17,0.205,0.000684,Soluble,High,Yes,No,Yes,Yes,Yes,No,No,-3.66,1,1,0,0,1,0.56,0,2,1,4.1
Molecule 94,COC(=O)/C=C\C(=O)OC,C6H8O4,144.13,10,0,0.33,4,4,0,33.05,52.6,1.93,0.22,-0.11,0.15,0.2,0.48,-0.61,35.5,0.247,Very soluble,-0.88,18.8,0.131,Very soluble,-0.1,115.0,0.7959999999999999,Soluble,High,No,No,No,No,No,No,No,-7.02,0,3,0,0,1,0.55,0,2,1,2.12
Molecule 95,OC(=O)c1ccccc1,C7H6O2,122.12,9,6,0.0,1,2,1,33.4,37.3,1.11,1.87,1.38,1.6,1.24,1.44,-2.2,0.7659999999999999,0.00627,Soluble,-2.27,0.648,0.0053100000000000005,Soluble,-1.72,2.31,0.0189,Soluble,High,Yes,No,No,No,No,No,No,-5.72,0,3,0,0,1,0.56,0,0,1,1.0
Molecule 96,C=CCc1ccc(c(c1)OC)O,C10H12O2,164.2,12,6,0.2,3,2,1,49.06,29.46,2.37,2.27,2.13,2.01,2.48,2.25,-2.46,0.569,0.0034700000000000004,Soluble,-2.53,0.49,0.00298,Soluble,-2.79,0.265,0.00161,Soluble,High,Yes,No,Yes,No,No,No,No,-5.69,0,0,0,0,1,0.55,0,1,1,1.58
Molecule 97,OC[C@H](O)C,C3H8O2,76.09,5,0,1.0,1,2,2,18.86,40.46,0.93,-0.92,-0.64,-0.63,-0.54,-0.36,0.33,164.0,2.16,Highly soluble,0.55,272.0,3.58,Highly soluble,0.56,275.0,3.61,Soluble,High,No,No,No,No,No,No,No,-7.42,0,4,0,0,2,0.55,0,0,1,1.18
Molecule 98,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,C18H27NO3,305.41,22,6,0.5,10,3,2,90.52,58.56,3.15,3.58,3.64,2.69,4.1,3.43,-3.53,0.09,0.000295,Soluble,-4.5,0.00975,3.19e-05,Moderately soluble,-4.87,0.004079999999999999,1.34e-05,Moderately soluble,High,Yes,No,Yes,No,No,Yes,Yes,-5.62,0,0,0,0,0,0.55,0,1,2,2.32
Molecule 99,ClC[C@H]1CO1,C3H5ClO,92.52,5,0,1.0,1,1,0,20.3,12.53,1.57,0.45,0.62,0.35,1.88,0.97,-0.63,21.6,0.23399999999999999,Very soluble,-0.28,48.4,0.523,Very soluble,-0.87,12.5,0.135,Soluble,Low,No,No,No,No,No,No,No,-6.54,0,3,0,0,3,0.55,0,2,1,2.17
Molecule 100,CCC(C(=O)O[C@H]1C[C@@H](C)C=C2[C@H]1[C@@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@H](C=C2)C)(C)C,C25H38O5,418.57,30,0,0.76,7,5,1,118.47,72.83,3.74,4.68,4.59,3.77,3.77,4.11,-4.92,0.0050100000000000006,1.2e-05,Moderately soluble,-5.94,0.000484,1.16e-06,Moderately soluble,-3.56,0.115,0.00027400000000000005,Soluble,High,No,No,No,No,Yes,No,Yes,-5.53,0,0,0,0,0,0.55,0,1,2,5.8
Molecule 1,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2O)C,C18H24O2,272.38,20,6,0.67,0,2,2,81.03,40.46,2.6,4.01,3.61,3.53,3.25,3.4,-4.28,0.0144,5.28e-05,Moderately soluble,-4.56,0.00747,2.7399999999999995e-05,Moderately soluble,-3.75,0.0485,0.000178,Soluble,High,Yes,Yes,No,No,No,Yes,No,-5.11,0,0,0,0,0,0.55,0,0,1,3.49
Molecule 2,CCCC(=O)OCOC(=O)C1=C(C)NC(=C([C@H]1c1cccc(c1Cl)Cl)C(=O)OC)C,C21H23Cl2NO6,456.32,30,6,0.38,10,6,1,116.24,90.93,3.55,4.31,3.86,3.17,4.67,3.91,-4.87,0.0061200000000000004,1.34e-05,Moderately soluble,-5.93,0.000532,1.17e-06,Moderately soluble,-6.48,0.000151,3.32e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-6.02,0,0,0,0,0,0.55,0,2,3,4.35
Molecule 3,O=C(C(c1cccs1)(c1cccs1)O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2,C26H30NO4S2,484.65,33,16,0.42,10,4,1,136.51,112.24,-0.18,4.74,4.18,-0.65,5.95,2.81,-5.53,0.00143,2.95e-06,Moderately soluble,-6.83,7.219999999999999e-05,1.49e-07,Poorly soluble,-7.46,1.6800000000000002e-05,3.48e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-5.89,0,2,0,0,0,0.55,0,1,3,5.6
Molecule 4,CCOc1cc(ccc1OC)[C@H](N1C(=O)c2c(C1=O)c(ccc2)NC(=O)C)CS(=O)(=O)C,C22H24N2O7S,460.5,32,12,0.32,9,7,1,121.89,127.46,3.0,1.84,2.62,1.16,2.5,2.23,-3.54,0.133,0.00029,Soluble,-4.14,0.0336,7.290000000000001e-05,Moderately soluble,-6.26,0.000254,5.520000000000001e-07,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-7.8,0,0,0,0,0,0.55,0,1,2,3.79
Molecule 5,CCCC(=O)OCOC(=O)C1=C(C)NC(=C([C@@H]1c1cccc(c1Cl)Cl)C(=O)OC)C,C21H23Cl2NO6,456.32,30,6,0.38,10,6,1,116.24,90.93,3.03,4.31,3.86,3.17,4.67,3.81,-4.87,0.0061200000000000004,1.34e-05,Moderately soluble,-5.93,0.000532,1.17e-06,Moderately soluble,-6.48,0.000151,3.32e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-6.02,0,0,0,0,0,0.55,0,2,3,4.35
Molecule 6,NCCNCCNCCNCCN,C8H23N5,189.3,13,0,1.0,10,5,5,54.39,88.13,2.03,-2.94,-2.33,-1.27,-0.94,-1.09,1.5,5970.0,31.5,Highly soluble,1.65,8430.0,44.6,Highly soluble,-2.56,0.524,0.00277,Soluble,Low,No,No,No,No,No,No,No,-9.54,0,1,0,0,2,0.55,0,0,2,1.7
Molecule 7,O[C@H](c1cc(nc2c1cccc2C(F)(F)F)C(F)(F)F)[C@@H]1CCCCN1,C17H16F6N2O,378.31,26,10,0.47,4,9,2,86.51,45.15,2.99,3.62,6.05,3.43,4.8,4.18,-4.49,0.0123,3.26e-05,Moderately soluble,-4.26,0.021,5.550000000000001e-05,Moderately soluble,-6.1,0.000303,8.02e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-6.04,0,1,0,1,0,0.55,0,0,2,3.25
Molecule 8,NC(=N)N,CH5N3,59.07,4,0,0.0,0,1,3,15.93,75.89,-0.18,-1.34,-1.16,-1.6,-0.79,-1.01,0.64,257.0,4.34,Highly soluble,0.25,104.0,1.76,Highly soluble,0.92,494.0,8.36,Soluble,High,No,No,No,No,No,No,No,-7.61,0,4,0,0,2,0.55,0,2,1,1.94
Molecule 9,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@H]([C@@H]([C@@H]2O)N)O)C[C@@H]2O[C@@](C[C@H](C[C@@H]3[C@@H](/C=C/C(=O)O1)O3)O)(O)C[C@@H]([C@H]2C(=O)O)O,C33H47NO13,665.73,47,0,0.64,3,14,7,165.87,230.99,1.94,-1.35,0.12,-1.06,-3.05,-0.68,-2.92,0.802,0.00121,Soluble,-3.0,0.664,0.000997,Soluble,2.01,68600.0,103.0,Soluble,Low,No,No,No,No,No,No,No,-11.32,3,3,1,1,4,0.17,0,1,1,8.85
